UPC	RECEIPT ALIAS	BRAND	SIZE	MSRP	VENDOR
000046001405	MONARCH LABEL 1110 RED  	MONARCH	1CT		CAPITAL CANDY
000072808702	UVP POTATO 10 LB WHITE	UVP	SPLIT	6.89	CAPITAL CANDY
000072812709	UVP GARLIC LOOSE 1 LB	UVP	1 LB	6.09	CAPITAL CANDY
000072831601	UVP GINGER FRESH 1 LB	UVP	1 LB	5.79	CAPITAL CANDY
000072902301	ALEHOUSE CHEDDAR CHEESE	VERMONT FARMSTEAD	7 OZ	7.02	CAPITAL CANDY
000081507108	MCKENZIE/MAPLE SAUSAGE 2378 RW	MCKENZIE	1 LB	4.69	CAPITAL CANDY
21000612239	PHILI CRM CHZ PLAIN 8 OZ.	PHILADELPHIA	8OZ	3.39	CAPITAL CANDY
021200620133	DELTA HOLE HANGING TABS 10 CT	DELTA	PKT	1.05	CAPITAL CANDY
024452095100	HOT DOGS MCKENZIE SKNL 10:1 BOX	MCKENZIE	5LB BOX	26.99	CAPITAL CANDY
027200366026	BUGLER CIG TOBACCO POUCH .65Z	BUGLER	1PK	8.99	CAPITAL CANDY
028028014427	MONARCH LABEL 1110 YELLOW  	MONARCH	17.00 M		CAPITAL CANDY
033900002706	JONES SAUSAGE PATTIES 107/1.5 OZ	JONES	10 LB	40.39	CAPITAL CANDY
043413050101	TWISTEMS 1/2000 TIES	TWISTEMS	2000		CAPITAL CANDY
044600311821	CHARCOAL 1/15.4 LB (KINGSFORD)	KINGSFORD	1/15.4 LB	15.09	CAPITAL CANDY
047995000806	AMER SPIR POU  BLUE	AMERICAN SPIRIT	40 GR	19.39	CAPITAL CANDY
047995000820	AMER SPIR POC TOB ORGA RED	AMERICAN SPIRIT	40 GR	19.39	CAPITAL CANDY
047995000837	AMER SPIR POU TOB DK BLU	AMERICAN SPIRIT	40 GR	19.39	CAPITAL CANDY
047995000844	AMER SPIR POU PERIQUE BLEND	AMERICAN SPIRIT	40 GR	19.39	CAPITAL CANDY
047995100100	AMER SPIRIT CAN TOBACCO BLUE	AMERICAN SPIRIT	150 GRAM	68.79	CAPITAL CANDY
49200048702	DOMINO 25LB SUGAR	DOMINO 	25LB		CAPITAL CANDY
70247723427	BACON SLI SLAB 14/18 30 LB	FARMLAND FOODS	30 LB	138.09	CAPITAL CANDY
070462433098	SOUR PATCH KIDS 1.9 LB BAG	SOUR PATCH KIDS	1CT	9.19	CAPITAL CANDY
71555650064	CLOTHESLINE 50 FT	MY HELPER	1CT	1.99	CAPITAL CANDY
71737408001	CAPTAIN BLACK ROYAL POUCH	CAPTAIN BLACK	1PK	13.09	CAPITAL CANDY
74729712209	SEAL WRAP 12 IN ROLL 2000 FT	DURABLE PACKAGING INTERNATIONAL	1CT		CAPITAL CANDY
74825225699	VT SALSA CO SALSA VERDE MED 12OZ	VERMONT	12OZ	5.69	CAPITAL CANDY
76308909574	DUCT TAPE 1.88 IN 30 YDS	DUCK	1CT	8.19	CAPITAL CANDY
77170460019	DRUM TOBACCO POUCH 1CT	BEAUTIFUL ONES	1CT	15.89	CAPITAL CANDY
78684735198	FRY CANOLA OIL 35LB (5GALS)	PAM	35LBS	.05   5	CAPITAL CANDY
79594184120	GROCERY BAG 12 LB 500CT	DURO BAG MFG	500CT		CAPITAL CANDY
079594298216	GROCERY BAG 20# SHORTY 500 CT	DURO BAG MFG	500CT		CAPITAL CANDY
079594800761	GROCERY BAG 57 1/6 BL 500 PLAIN	DURO BAG MFG	500CT		CAPITAL CANDY
079594800839	GROCERY BAG 57 1/8 BBL 500 CT.	DURO BAG MFG	500CT		CAPITAL CANDY
94922270795	MAPLE WALNUT 16OZ	VERMONT PEANUT BUTTER	16OZ	9.49	CAPITAL CANDY
094922270801	ORGANIC CREAMY 16Z	VERMONT PEANUT BUTTER	JAR	7.09	CAPITAL CANDY
094922270818	ORGANIC CHUNKY 16Z	VERMONT PEANUT BUTTER	JAR	7.09	CAPITAL CANDY
307710095018	HOT DOGS MCKENZIE N/C 8:1	MCKENZIE	2/5 LB	63.99	CAPITAL CANDY
602793000894	"MEAT WRAP WHITE 18"" PAPER ROLL"	GORDON	900FT		CAPITAL CANDY
610546351742	KING HENRY SUNFLOWER SEEDS 1 CT	KING HENRY	1CT	.99	CAPITAL CANDY
696859100277	N.COUNTRY CAYENNE 5OZ	BLOODROOT MTN	5OZ	4.09	CAPITAL CANDY
727351038314	SEAL WRAP 18 IN 2000 FT.	PRIMUS SOURCE	1CT		CAPITAL CANDY
727351105276	DELI BAG 9.5X10.5 IN 2M SP-6	JACKS NATURAL FOODS	2000CT		CAPITAL CANDY
727875036025	HEINZ JUG PUMPS	HEINZ			CAPITAL CANDY
758108115446	GLENVIEW 4X4 SWISS CHEESE1/6 RW	GLENVIEW	1/6 LB	9.15	CAPITAL CANDY
762935999001	BAG PLSTC THANK YOU 1500CT	INTEPLAST GROUP	1500CT		CAPITAL CANDY
775788500539	ROCK SALT VAPORIZER 50 LB BAG	COMPASS MINERALS GROUP	GCT	10.79	CAPITAL CANDY
785263002014	SALSA BRUSH FIRE (MILD) 16OZ	BRUSHFIRE	16 JAR	3.69	CAPITAL CANDY
785263002021	SALSA FOREST FIRE (MED) 16OZ	BRUSHFIRE	16 JAR	3.69	CAPITAL CANDY
785263002038	SALSA WILD FIRE (HOT) 16OZ	BRUSHFIRE	16 JAR	3.69	CAPITAL CANDY
835841000052	BREAD PREM CTRY WHITE 24OZ	GOLD M	24OZ	3.39	CAPITAL CANDY
835841000069	BREAD PREM WHOLE WHEAT24OZ	GOLD M	24OZ	3.39	CAPITAL CANDY
835841004470	GOLD M ROLLS HOT DOG 8'S 12OZ	GOLD M	12OZ	2.09	CAPITAL CANDY
835841004500	GOLD M ROLLS HOT DOG 6'S 9OZ	GOLD M	9OZ	1.79	CAPITAL CANDY
835841004517	GOLD M ROLLS HAMBURG 8'S 12OZ	GOLD M	12OZ	2.09	CAPITAL CANDY
835841004609	GOLD M ENGLISH MUFFIN  12OZ	GOLD M	12OZ	1.69	CAPITAL CANDY
854952002212	PRETZELS COOL RANCH 1.5OZ	DISTLER'S	BAG	1.49	CAPITAL CANDY
858622003615	CLOTHESPINS SPRING 50 CT.	GOODCO	1CT	3.49	CAPITAL CANDY
859343000402	JEDS SWEET HOT MUSTARD 8.0OZ	JEDS	8.0OZ	5.39	CAPITAL CANDY
859343000570	JEDS MAPLE COTTON CANDY 1.0 OZ	JEDS	1.0OZ	2.49	CAPITAL CANDY
898268002009	CASTLETON CRACK MIDDLEBURY MAPLE	CASTLETON	PKT	5.39	CAPITAL CANDY
898268002023	CASTLETON CRACKERS WINDHAM WHEAT	CASTLETON	PKT	5.39	CAPITAL CANDY
10016000501116	FLOUR GEN MILLS ALL TRUMP 50LBS	FLOUR	50		CAPITAL CANDY
10031400018170	PIZZA TOP(ITLN NUGGETS)2/5	PIZZA	1CT		CAPITAL CANDY
10072504053049	FILTER 13X5 GEMNI 500CT 20100	BUNN	500CT		CAPITAL CANDY
10073286616170	NAPKIN TORK/XPS NATUR 6000CT 	NAPKIN	6000CT		CAPITAL CANDY
10078354702236	DELI CHEDDAR SHARP 10 LB.R/W	CABOT	10LB	.10   9	CAPITAL CANDY
10759199801034	BACON INDIANA LAYOUT 18/22	BACON	15 LB	75.09	CAPITAL CANDY
10767387993215	PASTA ELBOW MACARONI 2/10LB	PASTA	20LB	.05   1	CAPITAL CANDY
20038616360250	MARGHERITA  STICK PEPPERONI	MARGHERITA	10LBS	60.19	CAPITAL CANDY
10078354712501	CABOT DELI MILD LOAF 2/5LB	CABOT	5LB	.10   6	CAPITAL CANDY
000063801200	JONNY CAT LITTER 3/10 LB	JONNY	10LB	3.59	CAPITAL CANDY
000072813300	UVP PEPPERS GREEN  3LB AVE	UVP	1 LB	2.79	CAPITAL CANDY
000072828304	UVP PEPPERS GRN CHOICE  3LB AVE	UVP	LB	2.49	CAPITAL CANDY
00024452180806	MCKENZIE BAG SAUSAGE 3/6    2372	MCKENZIE	3/6 LB	26.49	CAPITAL CANDY
000072510100	COLD HOLLOW CIDER GALS	COLD	1GAL	7.59	CAPITAL CANDY
000072809907	UVP SPINACH BABY 4 LB	UVP	1 CT	9.29	CAPITAL CANDY
000080104001	HOOD WATER 4/1GAL	HOOD	1GAL	2.19	CAPITAL CANDY
00017800701738	PURINA CAT CHOW 4/6.3LB	PURINA	6LB	13.89	CAPITAL CANDY
00070230107114	TIDY CAT LITTER 4/10 LB	TIDY	10LB	3.39	CAPITAL CANDY
00070801685133	AMERICAN W 160CT	GREAT LAKE CHEESE	4/5 LB	47.36	CAPITAL CANDY
00070801685652	AMERICAN WHT 120	GREAT LAKE CHEESE	4/5 LB	11.04	CAPITAL CANDY
094187140390	TOENAIL CLIPPER 4/1CT *	CON VALET	PKT	2.59	CAPITAL CANDY
094187278444	DAYQUIL SEVERE 4/4 CAPS *	CON VALET	PKT	3.09	CAPITAL CANDY
094187280041	NYQUIL SVR COLD/FLU 4/4PK	CON VALET	PKT	3.09	CAPITAL CANDY
10037000859243	DIAPERS LUVS SIZE 3 4/34	DIAPERS	34CT	8.59	CAPITAL CANDY
10037000859250	DIAPERS LUVS SIZE 4 4/29CT	DIAPERS	29CT	8.59	CAPITAL CANDY
10037000859267	DIAPERS LUVS SIZE 5 4/25CT	DIAPERS	25CT	8.59	CAPITAL CANDY
10041500819386	FRENCHS MUSTARD(YELLOW) 4/105OZ	FRENCHS	105OZ	.05   1	CAPITAL CANDY
10041618501685	VINEGAR CIDER 4/1 GAL.	VINEGAR	1.00 GA		CAPITAL CANDY
10041618501715	VINEGAR WHITE  4/1GAL	VINEGAR	1.00 GA	4.19	CAPITAL CANDY
10045200590507	CAINS MAYO(EXTRA HEAVY)4/1 GAL.	CAINS	1GAL	.05   2	CAPITAL CANDY
10045200597506	GOLDEN ITALIAN 4/1 GAL	CAINS FOODS	1 GAL	.05   4	CAPITAL CANDY
10045200702801	BUTTERMILK RANCH 4/1 GAL	CAINS FOODS	1 GAL	.05   5	CAPITAL CANDY
10064144871404	GULDEN SPICY MUSTARD 4/1GAL	GULDEN	1 GAL		CAPITAL CANDY
10738337060738	MONIN SYRUP HAZELNUT 4/1LIT	MONIN	1LIT		CAPITAL CANDY
50041820070038	CAINS SLC JALEPENOS  4/1 GAL	CAINS	1GAL	.05   7	CAPITAL CANDY
50041820100070	SLC MILD BANANA PEPR RNG 4/1G	CAINS FOODS	1GAL	.05   7	CAPITAL CANDY
000072811900	UVP BANANAS  1LB 5 LB AVE	UVP	1 LB	1.39	CAPITAL CANDY
000072812006	UVP BEANS GREEN   5LB AVE	UVP	1 CT	4.29	CAPITAL CANDY
000072813102	UVP ONIONS SPANISH  5LB AVE	UVP	1 LB	1.29	CAPITAL CANDY
00008480030500	"KUP SUB RLS 12"" WHITE 5/6PK 176"	KOF	6PK	4.09	CAPITAL CANDY
00028000889777	JUICY JUICE BOX GRAPE 5/8PK	JUICY	8PK	2.89	CAPITAL CANDY
042100008722	GRIZZLY LC WINTERGREEN  5CT	GRIZZLY	1CT	7.49	CAPITAL CANDY
042100008876	GRIZZLY LC STRAIGHT 5CT	GRIZZLY	1CT	7.49	CAPITAL CANDY
042100008999	GRIZZLY FC WINTERGREEN 5CT	GRIZZLY	1CT	7.49	CAPITAL CANDY
042100009118	GRIZZLY LC MINT 5CT	GRIZZLY	1CT	7.49	CAPITAL CANDY
042100011234	GRIZZLY LC DARK WINTERGREEN  5CT	GRIZZLY	1CT	7.49	CAPITAL CANDY
073100010958	SKOAL LONG CUT WINTERGREEN 5CT	SKOAL	1CT	8.69	CAPITAL CANDY
073100010972	SKOAL LONG CUT MINT (BLUE) 5CT	SKOAL	1CT	8.69	CAPITAL CANDY
073100010996	SKOAL LONG CUT STRAIGHT (RED)5CT	SKOAL	1CT	8.69	CAPITAL CANDY
073100014611	COPENHAGEN LONG CUT  5 CT	COPENHAGEN	1CT	8.69	CAPITAL CANDY
073100031700	LONG CUT XTRA WINTERGREEN 5CT	SKOAL	1CT	7.59	CAPITAL CANDY
10037000977169	CASCADE ACTION PACS 5/20CT	CASCADE	1CT	6.69	CAPITAL CANDY
10889497145237	JUICY JUICE BOX APPLE 5/8PK	JUICY JUICE	8PK	2.89	CAPITAL CANDY
10889497252164	BOX FRUIT PUNCH 5/8PK	JUICY JUICE	8PK	2.89	CAPITAL CANDY
000048005203	VANILLA EXTRACT IMITATION 2OZ	VANILLA	2.00 OZ	3.59	CAPITAL CANDY
000048056700	MONTREAL STEAK SEASONING 3OZ	MCK	3OZ	3.59	CAPITAL CANDY
000064101002	DAD'S DOG BITE SIZE MEAL 6/4 LB	DAD'S DOG	4LB	6.39	CAPITAL CANDY
000082031008	PIZZA CHEESE SHRED W/MILK MOZZ	PIZZA	5LB		CAPITAL CANDY
000085003002	ICE BAGGED 6/5 LB	ICE	5.00 LB	1.99	CAPITAL CANDY
016000138964	GEN. MILLS CUPS CHEERIOS 6PK	GENERAL MILLS	1CT	1.29	CAPITAL CANDY
016000138988	CUPS H-NUT CHEERIOS 6PK	GENERAL MILLS	1CT	1.29	CAPITAL CANDY
016000430426	CHIPOLTE CHED 5.50 OZ 6CT	GARDETTO	5OZ	2.99	CAPITAL CANDY
00017800111225	PURINA PUPPY CHOW 6/4.4 LB	PURINA	4LB	8.09	CAPITAL CANDY
00017800145213	PURINA DOG CHOW 6/4.4 LB	PURINA	4LB	7.49	CAPITAL CANDY
00021000733453	KRAFT CATALINA DRESSING 6/16OZ	KRAFT	16OZ	4.49	CAPITAL CANDY
21559542612	OLIVE OIL/CANOLA  BLEND 6/1 GAL		1 GAL		CAPITAL CANDY
00037000913566	SHAMPOO 2IN1 6/13.5	HEAD&SHOULDERS	13.5 OZ	8.59	CAPITAL CANDY
038000581700	POP TART 2PK S'MORES 12/6CT	POP TART	119308	1.19	CAPITAL CANDY
00041333085616	DURACELL D 2-PK MN 13000 B2	DURACELL	2CT	5.79	CAPITAL CANDY
00043000056677	MAXWELL GRND DECAF 11 OZ 6 CT	MAXWELL	11OZ	6.49	CAPITAL CANDY
00043000056707	MAXWELL GRND F.A.C. 11 OZ/6 CT	MAXWELL	11OZ	5.39	CAPITAL CANDY
00043000069530	JELLO CHEESECAKE 6/11OZ	JELLO	11OZ	3.29	CAPITAL CANDY
51500552247	C & B SEAFOOD SAUCE 6/12 OZ	C & B	12OZ	2.49	CAPITAL CANDY
00070560987318	SPINACH (LEAF) POLY BAG 6/12 OZ	POLAND SPRING	12 OZ	2.39	CAPITAL CANDY
075720005048	POLAND SPRING GALLON 6CT	POLAND SPRING	1GAL	2.29	CAPITAL CANDY
075720665556	POLAND SPRING CLEAR 3LTR 6CT	POLAND SPRING	3LTR	2.19	CAPITAL CANDY
00078698166391	TITE-SEAL TIRE REPAIR W/HOSE 6	TITE	16OZ	8.89	CAPITAL CANDY
00079100028603	9-LIVES SUPER SUPPER 6/4 PAK	9-LIVES	35501	3.19	CAPITAL CANDY
00079100035601	BEEF/CHICGRVY 6/4 PAK 5.5OZ	9-LIVES	5OZ	3.19	CAPITAL CANDY
00079100035908	TURKEY/GIBLET 6/4PK 5.5OZ	9-LIVES	5OZ	3.19	CAPITAL CANDY
00079100036103	CHICKEN DINNER 6/4PK 5.5OZ	9-LIVES	5OZ	3.09	CAPITAL CANDY
00079100036707	SEAFOOD PLATTER 6/4PK 5.5OZ	9-LIVES	5OZ	3.19	CAPITAL CANDY
079908114041	ANTIFREEZE REG 6/1 GALLON	ANTIFREEZE	1 GALLON	20.09	CAPITAL CANDY
094187140055	CAN OPENER PIERCE 6/1CT	CON VALET	PKT	3.09	CAPITAL CANDY
094187140413	CORKSCREW WAITER'S 6/1CT	CON VALET	PKT	5.09	CAPITAL CANDY
094187210055	CON VALET ADVIL 6/ 4 CT TABS	CON VALET	PKT	1.59	CAPITAL CANDY
094187210130	CON VALET ALEVE 6/2 CAPLETS	CON VALET	PKT	1.99	CAPITAL CANDY
094187211373	CON VALET MEN'S COMB 6/1 CT	CON VALET	PKT	.99	CAPITAL CANDY
094187212332	CON VALET EMERY BOARDS 6/10CT *	CON VALET	PKT	1.39	CAPITAL CANDY
094187215203	CON VALET NAIL CLIPPER 6/1CT  *	CON VALET	PKT	1.69	CAPITAL CANDY
094187215319	PEPTO BISMOL CHEW 6/4 TAB	CON VALET	PKT	2.59	CAPITAL CANDY
094187218204	CON VALET TWEEZERS 6/1CT    *	CON VALET	PKT	1.29	CAPITAL CANDY
094187218877	TYLENOL EX STR 6/4CT CAPS	CON VALET	PKT	2.19	CAPITAL CANDY
094187227862	CON VALET CLARITIN ND 6/1 CT TAB	CON VALET	PKT	2.79	CAPITAL CANDY
094187258392	ALKA SELTZER PLUS 6/4CT*	CON VALET	PKT	2.49	CAPITAL CANDY
094187267776	VIT C SUPER ORANGE 6-TRAY	EMERGEN-C	TRAY	1.99	CAPITAL CANDY
094187267790	CON VALET EMERGEN-C TANG 6/2CT *	CON VALET	PKT	2.39	CAPITAL CANDY
094187268629	CON VALET DENTAL FLOSS 6/1CT	CON VALET	PKT	1.69	CAPITAL CANDY
094187270806	CON VALET ZANTAC 150 6/2 TABS *	CON VALET	PKT	2.49	CAPITAL CANDY
094187270882	CON VALET ADVIL PM 6/4 CT CAPS	CON VALET	PKT	2.19	CAPITAL CANDY
094187272947	ADVIL ALLERGY RELIEF 6/2	CON VALET	PKT	2.39	CAPITAL CANDY
094187273586	CON VALET MIDOL MAX ST 6/4CT	CON VALET	PKT	2.79	CAPITAL CANDY
00300871365025	INFANT W/IRON PWDER 6/12OZ	ENFAMIL	12.9 OZ	20.99	CAPITAL CANDY
775788100159	ROCK SALT VAPORIZER 6/10 LB BAG	COMPASS MINERALS GROUP	6/10 LB	4.79	CAPITAL CANDY
810675005015	ISAMAX WHOOPIE PIE CHOC.  6CT	ISAMAX	5OZ	2.19	CAPITAL CANDY
00829274461986	MEOW MIX 6/18 OZ	MEOW MIX	18OZ	2.89	CAPITAL CANDY
00872181000588	WHITE FUDGE PRETZELS 6/5 OZ	FLIPZ	5 OZ	2.89	CAPITAL CANDY
00872181004289	DARK CHOCOLATE PRETZELS 6/5 Z	FLIPZ	5 OZ	2.89	CAPITAL CANDY
10000774801824	KIDS SNBLK SPF 50 6/8Z	OCEAN POTIONS	BTL	10.49	CAPITAL CANDY
10013000514917	HEINZ KETCHUP JUG 6/7LBS	HEINZ	6/7 LBS		CAPITAL CANDY
10019100109930	JERGENS LOTION 10 OZ	JERGENS	10OZ	4.99	CAPITAL CANDY
10020662000023	VIN&OILSALAD DRS 6/16OZ	NEWMANS	16.00 OZ	4.59	CAPITAL CANDY
10020662000061	BALSAMIC VINEGRETTE 6/16OZ	NEWMANS	16OZ	4.59	CAPITAL CANDY
10020662000375	CAESAR SALAD DRESSING 6/16	NEWMANS	16OZ	4.59	CAPITAL CANDY
10020662001938	NEWMANS ITALIAN DRESSING 6/16OZ	NEWMANS	16 OZ	4.59	CAPITAL CANDY
10020735110010	TURK HILL 1.5QT VANILLA ORIG 6CT	TURK HILL	1.5 QT	6.89	CAPITAL CANDY
10025293600390	SILK 64OZ PLAIN SOY MILK 6CT	SILK	64 OZ	4.39	CAPITAL CANDY
10037000018701	TIDE PEN STAIN REMOVER 6/1CT	TIDE	1CT	3.99	CAPITAL CANDY
10037000956607	SCOPE ORIGINAL MINT 6/8.45OZ	SCOPE	8.45OZ	3.79	CAPITAL CANDY
10041457711702	GOODY BRAIDED ELASTICS 6CT 5814	GOODY	1CT	1.89	CAPITAL CANDY
10041790600305	EX VIRGIN OLIVE OIL 6/25OZ	BERT0LLI	25OZ	17.49	CAPITAL CANDY
10042187404438	WATER DISTILLED BY 6/1GAL	WATER	1GAL	1.49	CAPITAL CANDY
10042187404490	WATER B-Y 6/1GAL	WATER	1GAL	1.79	CAPITAL CANDY
10042187413072	B-Y BLEACH 6/96OZ	B-Y	1CT	2.59	CAPITAL CANDY
10044000030374	NAB WHEAT THIN 6/90Z #3037	NAB	9OZ	4.19	CAPITAL CANDY
10044000031128	NAB RITZ CRACKER #3112 10.2OZ	NAB	10.3OZ	4.19	CAPITAL CANDY
10044100162234	HOOD HG 1/2 & 1/2 CREAM  6CT	HOOD	HG	5.69	CAPITAL CANDY
10044600303366	FRESH STEP SCOOP LITTER 6/7 LB	FRESH	7LB	6.59	CAPITAL CANDY
10044600311873	CHARCOAL 6/7.7 LB (KINGSFORD)	CHARCOAL	7.7 LB	8.19	CAPITAL CANDY
10046135263702	SYLV BULB CF13ELSPIRAL827 1/6CT	SYLV	1CT	3.99	CAPITAL CANDY
10048001940502	THOMAS LARGE ENG. MUFFINS 6/8 CT	THOMAS	6/8 CT	5.32	CAPITAL CANDY
10048500301026	TROP PREM NO PULP 6/59 #102	TROP	59OZ	6.59	CAPITAL CANDY
10048500304140	GROVESTAND LOT PLP 6/590Z #414	TROP	59OZ	6.59	CAPITAL CANDY
10048500305697	TROP PREM. W/CALCIUM 6/59 #569	TROP	59OZ	6.59	CAPITAL CANDY
10049200045708	DOMINO SUGAR CANISTER 6/4LB	DOMINO	4LB	5.29	CAPITAL CANDY
10074609093128	KC MASTERPIECE ORIG. 6/18 OZ	KC	18OZ	2.29	CAPITAL CANDY
10079400866667	SHAMPOO INTENSIVE MOIST 6/12	DOVE	BTL	5.49	CAPITAL CANDY
10079400866766	CONDITIONER INTENSE MOIST 6/12	DOVE	BTL	5.49	CAPITAL CANDY
10080378140215	VEGALENE PAN COATING 6/14OZ	VEGALENE	14OZ	7.29	CAPITAL CANDY
10094514419622	2X SUNSHINE DETERGENT 6/75OZ	EXTRA	75OZ	4.19	CAPITAL CANDY
10094514419653	EXTRA 2X MNT.RAIN 6/75OZ	EXTRA	75OZ	4.19	CAPITAL CANDY
10872181001605	CHOCOLATE MINT PRETZELS 6/5 Z	FLIPZ	5 OZ	2.89	CAPITAL CANDY
20030271010051	PIZZA SAUCE DON PEPINO 6/#10	PIZZA	6# 10		CAPITAL CANDY
20047800330597	B+M PEA BAKED BEANS 6/55 OZ.	B&M	55.00 OZ	5.19	CAPITAL CANDY
30051131611284	"MAIL TAPE #142 2 IN X 800""CLEAR"	SCOTCH	1.00 RO	4.49	CAPITAL CANDY
30071709188888	MAGIC MARKERS BLACK	MAGIC	6CT	1.49	CAPITAL CANDY
60000774801409	OCEAN POTION SNBLK SPF 15 6/8 OZ	OCEAN	BTL	10.09	CAPITAL CANDY
60000774801454	OCEAN POTION SNBLK SPF 30 6/8 OZ	OCEAN	BTL	10.09	CAPITAL CANDY
60014717309075	WINDSHIELD WASH EXTREME BLUE -20	WINDSHIELD	6/1 GAL	2.84	CAPITAL CANDY
016000324640	CHEX MUDDY B COOKIE&CRM 7/4.5OZ	CHEX MIX	4.5OZ	2.59	CAPITAL CANDY
016000373013	CHEX MIX MUDDY BUDDIES 7/4.5OZ	CHEX	4.5OZ	2.89	CAPITAL CANDY
016000430372	GARDETTO ORIGINAL 5.50 OZ 6CT	GARDETTO	5OZ	2.49	CAPITAL CANDY
10016000461472	SPEC POTATO GARLIC MASH 7/4.7OZ	BETTY CROCKER	4.7OZ	1.39	CAPITAL CANDY
000072810705	UVP STRAWBERRIES DRISCOLL 8/1 LB	UVP	1 CT	7.69	CAPITAL CANDY
000083520006	NAKED MIGHTY MANGO JUICE 8/15 OZ	NAKED	15OZ	3.89	CAPITAL CANDY
000083520105	GREEN MACHINE JUICE 8/15 OZ	NAKED	15OZ	3.89	CAPITAL CANDY
000084900302	DEIORIO BAGEL PLAIN 8/6PK 1002	DEIORIO	6PK	5.05	CAPITAL CANDY
