UPC	RECEIPT ALIAS	BRAND	SIZE	MSRP	VENDOR
10042187309597	CUP 16OZ(B-Y TRANS)12/18CT	CUP	16OZ	1.89	CAPITAL CANDY
10042187309672	CUP 16OZ(B-Y PARTY CUP)12/20CT	CUP	20CT	2.49	CAPITAL CANDY
10042187309719	CUP 9OZ B-Y 12/50CT	CUP	50CT	3.79	CAPITAL CANDY
10042187338680	B-Y MAYONNAISE 12/15 OZ	B-Y	15OZ	2.29	CAPITAL CANDY
10042187403103	B-Y TRASH BAG 30 GAL 12/10 CT	B-Y	10CT	2.09	CAPITAL CANDY
10042187403127	TRASH TALL KITCHEN BAG12/15CT	B-Y	15CT	2.19	CAPITAL CANDY
10042187403141	B-Y PLASTIC WRAP 12/100 FT.	B-Y	1CT	1.89	CAPITAL CANDY
10042187403172	SANDWICH BAG RECLOSABLE 12/50CT	B-Y	50CT	1.99	CAPITAL CANDY
10042187404667	B-Y STRAW. PRESERVE 12/18 OZ	B-Y	18OZ	2.79	CAPITAL CANDY
10042187404681	B-Y RASPBERRY PRESERVE 12/18 OZ	B-Y	18OZ	3.69	CAPITAL CANDY
10042187407071	B-Y COCONUT 12/7 OZ	B-Y	7OZ	1.99	CAPITAL CANDY
10042187426072	B-Y BROWNIE MIX 12/18 OZ	B-Y	18 OZ	2.39	CAPITAL CANDY
10042187426560	B-Y CEREAL FROSTED FLAKE 12/15OZ	B-Y	15OZ	2.49	CAPITAL CANDY
10042187426874	B-Y TRASH TALL KITCHEN 12/35 CT.	B-Y	35CT	4.59	CAPITAL CANDY
10042187426881	B-Y TRASH CLEAR KITCHEN 12/35 CT	B-Y	35CT	4.19	CAPITAL CANDY
10042187426911	TRASH LAWN+LEAF BAG12/12CT39GAL	B-Y	1CT	3.99	CAPITAL CANDY
10042187428670	B-Y CEREAL FRUIT RINGS 12/12OZ	B-Y	12OZ	2.79	CAPITAL CANDY
10042187428687	B-Y CEREAL RICE CRISP 12/12 OZ	B-Y	12OZ	2.39	CAPITAL CANDY
10043000057886	SHAKE-N-BAKE CHICK 12/4.5 OZ	SHAKE-N-BAKE	4.5 OZ	3.49	CAPITAL CANDY
10043000951177	COUNTRY TIME LEMONAID 12/20 OZ.	COUNTRY	20OZ	4.59	CAPITAL CANDY
10043100750502	ENVELOPES BX PLAIN 10 INCH 50 CT	ENVELOPES	1CT	2.09	CAPITAL CANDY
10043318130226	GREEN SPRAY CLEANER 12/22OZ	SIMPLE	22OZ	4.79	CAPITAL CANDY
10044000004887	NAB GRAHAM CRACKER 488 14.4OZ	NAB	14OZ	4.79	CAPITAL CANDY
10044000007499	NAB 5 OZ OREO 12CT	NAB	5OZ	2.19	CAPITAL CANDY
10044000027343	NAB NILLA WAFER 2734 11 OZ.	NAB	11OZ	4.79	CAPITAL CANDY
10044000034242	NAB 3.4 OZ RITZ 3424 12CT	NAB	3.4OZ	2.19	CAPITAL CANDY
10044000035515	NAB NUTTER BUTTER 3551 4.8 OZ	NAB	4.8OZ	2.19	CAPITAL CANDY
10044000042254	NAB FIG NEWTON 6.5OZ #4225	NAB	6.5OZ	2.19	CAPITAL CANDY
10044000050983	NAB TRISCUIT 12/8.5OZ	NAB	8.5OZ	4.19	CAPITAL CANDY
10044100103671	HOOD QT 1/2 & 1/2 CREAM	HOOD	QT	2.89	CAPITAL CANDY
10044115008015	HUMMUS CLASSIC ORIG.12/8 OZ	CEDARS	8 OZ	2.79	CAPITAL CANDY
10044224671780	BEN'S 30 ECO SPRAY 12/6OZ	BEN'S	6.00 OZ	7.69	CAPITAL CANDY
10044300125138	LACHOY SOY SAUCE 12/10 OZ	LACHOY	10OZ	2.69	CAPITAL CANDY
10044600016297	CLOROX KITCHEN WIPES 12/32 CT	CLOROX	1CT	3.79	CAPITAL CANDY
10044600307685	BLEACH CONCENTRATE 12/30 OZ	CLOROX	30OZ	2.29	CAPITAL CANDY
10044600339105	LESTOIL 12/28 OZ	LESTOIL	28OZ	4.79	CAPITAL CANDY
10044600711758	LIGHTER FLUID BOTL 12/32	KINGSFORD	32OZ	4.89	CAPITAL CANDY
10044800501012	SWEET-N-LOW GRAN SWTNR 12/50 CT	SWEET	1CT	1.59	CAPITAL CANDY
10046000287321	OEP SOFT TACO DINNER 12/12.5	OEP	12OZ	3.89	CAPITAL CANDY
10046000851317	OEP TACO SAUCE MED 12/8 OZ.	OEP	8.00 OZ	2.09	CAPITAL CANDY
10046500013536	RAID WASP+HORNET 12/14 OZ	RAID	14 OZ	7.69	CAPITAL CANDY
10046500018425	OFF DEEP WOODS AERO 12/6OZ	OFF	6OZ	8.99	CAPITAL CANDY
10046500218450	OFF DEEP WOODS SPRITZ 12/6 OZ	OFF	6OZ	8.79	CAPITAL CANDY
10046500723725	PLEDGE LEMON AERO 12/9OZ	PLEDGE	9OZ	5.89	CAPITAL CANDY
10046500733328	GLADE CLEAN LINEN 12/8OZ	GLADE	8OZ	1.69	CAPITAL CANDY
10047400240404	GILLETTE FOAMY 11 OZ  #4040	GILLETTE	11.00 OZ	2.89	CAPITAL CANDY
10048500008604	TROP 15OZ ORANGE JUICE 12CT	TROP	15OZ	2.15	CAPITAL CANDY
10048500008611	TROP 15OZ  APPLE JUICE 12CT	TROP	15OZ	2.15	CAPITAL CANDY
10048500008635	TROP 15OZ GRAPE JUICE 12CT	TROP	15OZ	2.15	CAPITAL CANDY
10048500017750	TROP PREM NO PULP 12/12OZ PLSTC	TROP	12OZ	1.89	CAPITAL CANDY
10048500017774	TROP PREM SOME PULP 12/12OZ PLST	TROP	12OZ	1.89	CAPITAL CANDY
10048500017798	TROP PREM APPLE 12/12OZ	TROP	12OZ	1.79	CAPITAL CANDY
10050000043801	INDOOR DELIGHT 12/16.2 OZ.	FRISKIE	16OZ	2.49	CAPITAL CANDY
10051000106626	CAMP 12/18OZ CHKY SIRLOIN BRGR	CAMP	18OZ	3.29	CAPITAL CANDY
10051000138047	V-8 JUICE PET 12/12 OZ.	V-8	11OZ	1.69	CAPITAL CANDY
10051000179651	CAMP VEG W/ALPHBETS 12/10.5 OZ	CAMP	10OZ	2.29	CAPITAL CANDY
10051000179682	CAMP SPL/PEA HAM&BAC 12/11.5	CAMP	11OZ	2.19	CAPITAL CANDY
10051000186956	PREGO 24OZ SPAG SAUCE MEAT 12CT	PREGO	24OZ	3.49	CAPITAL CANDY
10051000186970	24OZ SPAG SCE MUSHRM 12/24OZ	PREGO	24OZ	3.49	CAPITAL CANDY
10051000187168	PREGO 24OZ SPAG SAUCE PLN.12CT	PREGO	24OZ	3.49	CAPITAL CANDY
10051500000202	SMUCKER BUTTERSCOTCH 12/12.25 Z	SMUCKER	12OZ	2.49	CAPITAL CANDY
10051500000264	SMUCKER STRAW I/C TOPP 11.75 OZ	SMUCKER	11OZ	2.49	CAPITAL CANDY
10051500000486	HOT FUDGE TOPPING 12/11.75	SMUCKER	11OZ	2.69	CAPITAL CANDY
10051500000899	SMUCKER RED RASP PRESV 12/12 OZ	SMUCKER	12OZ	3.69	CAPITAL CANDY
10051500255169	JIF P-BUTTER CREAMY 12/16 OZ	JIF	16 OZ	3.79	CAPITAL CANDY
10051500255374	JIF P-BUTTER CRUNCHY 12/16 OZ	JIF	16 OZ	3.79	CAPITAL CANDY
10052000325550	GATORADE 32OZ COOL BLUE	GATORADE	32OZ	2.29	CAPITAL CANDY
10052000338758	GATORADE 32OZ FRUIT PUNCH	GATORADE	32OZ	2.29	CAPITAL CANDY
10052000338772	GATORADE 32OZ LEMON-LIME	GATORADE	32OZ	2.29	CAPITAL CANDY
10052600112758	MARSHMALLOW FLUFF GLS 12/7.5 OZ	MARSHMALLOW	7OZ	1.29	CAPITAL CANDY
10053852001005	GR. MT. GRINGO SALSA MILD 12/16	GREEN MOUNTAIN	16OZ	5.49	CAPITAL CANDY
10053852002002	GR. MT. GRINGO SALSA HOT 12/16	GREEN MOUNTAIN	16.00 OZ	5.49	CAPITAL CANDY
10053852003009	GRINGO TORTILLA STRIP 12/8	GREEN MOUNTAIN	8 OZ	2.69	CAPITAL CANDY
10053852004006	GRINGO SALSA MED 12/16 OZ	GREEN MOUNTAIN	16OZ	5.49	CAPITAL CANDY
10053852004402	GR. MT. GRINGO BLUE CHIP 12/8OZ	GREEN MOUNTAIN	8 OZ	3.59	CAPITAL CANDY
10053852005003	GRINGO FIRE RST GARLIC SALS	GREEN MOUNTAIN	16 OZ	5.49	CAPITAL CANDY
10053852006000	GRINGO FIRE RSTD CHILE SALS	GREEN MOUNTAIN	16 OZ	5.49	CAPITAL CANDY
10054100000603	VLASIC KOSHER SPEARS 12/24 OZ	VLASIC	24OZ	3.89	CAPITAL CANDY
10054100004205	VLASIC SWT BUTTER CHIP 12/16 OZ	VLASIC	16OZ	3.19	CAPITAL CANDY
10054100018707	VLASIC SWEET RELISH 12/10 OZ	VLASIC	10OZ	2.19	CAPITAL CANDY
10054800010315	CONVERTED RICE 12/16OZ	UNCLE BENS	16OZ	2.19	CAPITAL CANDY
10054800020024	WILD RICE(LONG GRN)12/6	UNCLE BENS	6OZ	2.69	CAPITAL CANDY
10059290573494	WHOLE WHEAT CRACKERS 12/7 OZ	CARRS	7 OZ	5.49	CAPITAL CANDY
10064144030214	VEGETABLE COOKING SPRAY 12/6 OZ	PAM	6OZ	4.99	CAPITAL CANDY
10064144321701	MUSTARD SPICY SQZE 12/12 OZ	GULDEN	12OZ	2.09	CAPITAL CANDY
10070404000057	POMP.OLIVE  OIL EX VIRGIN 12/8OZ	POMP	8OZ	6.09	CAPITAL CANDY
10070427137099	"PIE SHELL 9"" ORONOQUE 12/16 OZ"	PIE	16OZ	3.59	CAPITAL CANDY
10070485908105	EX LRG PIE PAN 2/10 INCH	EZ	2.00 CT	2.39	CAPITAL CANDY
10070485908198	ROUND CAKE PAN 8 1/2 IN 3T	EZ	3.00 CT	2.09	CAPITAL CANDY
10070485908341	DEEP PIE 8 3/4X1 1/2 3 CT	EZ	3.00 CT	2.09	CAPITAL CANDY
10070485908433	EZ-843 CAKE PAN 2/12 1/8 X8 1/4	EZ	2.00 CT	2.79	CAPITAL CANDY
10071052000093	COLES GARLIC BREAD 12/16 OZ	COLES	16OZ	3.29	CAPITAL CANDY
10071100005509	RANCH ORIG 12/8 OZ.	HIDDEN VALLEY	8OZ	2.69	CAPITAL CANDY
10071159073112	CORN NUTS RANCH 12/4 OZ	CORN	4OZ	1.29	CAPITAL CANDY
10073286618785	BATH TISSUE JUMB RL 12C 120244	TORK	12CT		CAPITAL CANDY
10073299000089	BUSY BEE HONEY 12/16 OZ.	BUSY	16OZ	5.99	CAPITAL CANDY
10073299000096	BUSY BEE BEAR SQUEEZE 12/12OZ	BUSY	12OZ	4.49	CAPITAL CANDY
10074182260122	SOFT SOAP LIQ W/ALO SOAP 12/7.5	SOFT	7.5OZ	2.59	CAPITAL CANDY
10074300008032	VISINE .50 OZ	VISINE	1CT	6.09	CAPITAL CANDY
10075805303300	STELLA PARMESAN WEDGE 12/5OZ	STELLA	5 OZ	2.99	CAPITAL CANDY
10075877510133	FLASHLIGHT LED EVEREADY 3151LPB	FLASHLIGHT	1CT	1.69	CAPITAL CANDY
10078300070358	STAY FREE MAXI SUPER 12/10'S	STAY	10CT	2.29	CAPITAL CANDY
10078354505752	AM WHITE SINGLES IW 12/12 OZ	CABOT	12OZ	3.89	CAPITAL CANDY
10078354703905	CABOT SHRED CHEDDAR SHARP 12/8	CABOT	8OZ	4.09	CAPITAL CANDY
10078354703929	CABOT SHRED MOZZARELLA 12/8 OZ	CABOT	8OZ	4.09	CAPITAL CANDY
10078354708436	BAR SERIOUSLY SHARP 12/8 OZ	CABOT	8OZ	4.09	CAPITAL CANDY
10078354712402	CRM CHZ PLAIN BRICK 12/8 OZ.	CABOT	8OZ	2.29	CAPITAL CANDY
10078354828455	CABOT WHIP CREAM AERO 12/7OZ	CABOT	7OZ	2.89	CAPITAL CANDY
10079100902023	MILK BONE SMALL 12/24 OZ	MILK	24OZ	5.29	CAPITAL CANDY
10083605001204	IGGY ICE CRM SANDWICH 12 CT	BIGGY	7 OZ	2.69	CAPITAL CANDY
10098193000171	BAG BALM 12/8OZ	BAG	8.00 OZ	9.69	CAPITAL CANDY
10300000030506	QUAKER CORN MEAL 12/24 OZ.	QUAKER	24.00 OZ	2.49	CAPITAL CANDY
10300258109508	EQUAL LOW CAL SWEETNER 12/50 CT	EQUAL	50CT	2.29	CAPITAL CANDY
10301490039080	PEPTO BISMOL LIQUID 8 OZ	PEPTO	8OZ	5.49	CAPITAL CANDY
10323900014241	VICKS NYQUIL ORIG LIQ 12/8 OZ	VICKS	8 OZ	10.29	CAPITAL CANDY
10323900014357	DAYQUIL NO/DROWSY LIQ 12/8OZ	VICKS	8 OZ	10.29	CAPITAL CANDY
10605651303004	WHITE PAPER 9 IN 12/100 CT.	VINTAGE	100CT	3.49	CAPITAL CANDY
10644209307491	D-H CAKE MIX YELLOW 12/15.25 OZ	DUNCAN HINES	15OZ	2.79	CAPITAL CANDY
10644209307576	CAKE MIX DEVILS FOOD 12/16.5OZ	DUNCAN HINES	16.5OZ	2.89	CAPITAL CANDY
10644209332479	BROWNIE DBL FUDGE CHOC 12/17.6	DUNCAN HINES	17 OZ	3.59	CAPITAL CANDY
10722776200015	SPLENDA 12/50 CT	SPLENDA	12/50 CT	2.89	CAPITAL CANDY
10732913227331	DISH DETERGENT 12/25	7TH GENERATION	25 OZ	4.19	CAPITAL CANDY
10761720051105	KARO RED LABEL (LIGHT) 12/16 OZ	KARO	16OZ	3.49	CAPITAL CANDY
10761720988401	CORN STARCH ARGO 12/16 OZ	CORN	16OZ	2.29	CAPITAL CANDY
10798525160404	SNOWS N.E.CLAM CHOWDER 12/15 OZ	SNOWS	15OZ	2.49	CAPITAL CANDY
10798525160664	SNOWS CORN CHOWDER 12/15 OZ	SNOWS	15OZ	2.49	CAPITAL CANDY
10802763123289	SUNSWEET PRUNE JUICE 12/32 OZ	SUNSWEET	32OZ	4.19	CAPITAL CANDY
10811435002159	COPPER SCOURE PAD 12/2CT	CHORE BOY	2CT.	2.29	CAPITAL CANDY
10846036001621	GOOD SENSE WITCH HAZEL 12/16 OZ	GOOD	16 OZ	3.89	CAPITAL CANDY
10846036001720	RUBBING ALCOHOL 12/16 OZ	GOOD SENSE	16OZ	2.19	CAPITAL CANDY
10846036005148	ETHYL ALCOHOL 70% 12/16Z	GOOD SENSE	16 OZ	2.59	CAPITAL CANDY
10846036006640	GOOD SENSE EPSOM SALTS 12/16 OZ	GOOD	16 OZ	1.99	CAPITAL CANDY
10850067000829	MR COFFEE FILTERS 12/50CT	MR	50CT	1.09	CAPITAL CANDY
10894700010059	CHOBANI B.BERRY GREEK YGT 12/6OZ	CHOBANI	6OZ	1.89	CAPITAL CANDY
10894700010066	CHOBANI PEACH GREEK YGT 12/6OZ	CHOBANI	6OZ	1.89	CAPITAL CANDY
10894700010127	RASPBERRY GREEK YGT 12/6OZ	CHOBANI	6OZ	1.89	CAPITAL CANDY
10894700010158	POMEGRATE GREEK YGT 12/6OZ	CHOBANI	6OZ	1.89	CAPITAL CANDY
20027000419001	SNK PK CHOCOLATE PUDD. 12/13 OZ	SNACK PACK	13OZ	2.09	CAPITAL CANDY
20027000419018	SNACK PK VANILLA 12/13 OZ	SNACK	13OZ	2.09	CAPITAL CANDY
20027000500068	HUNTS SPAG.SAUCE. TRAD. 12/24 OZ	HUNTS	24OZ	1.89	CAPITAL CANDY
20027000612266	WESSON OIL 12/24 OZ	WESSON	24OZ	3.69	CAPITAL CANDY
20027000690264	WESSON CANOLA OIL 12/24 OZ	WESSON	24.00 OZ	4.29	CAPITAL CANDY
20036602072903	RICOLA C.D. CHERRY HONEY BAGS	RICOLA	3OZ	2.39	CAPITAL CANDY
20036602079179	C.D. ORIGINAL HERB BAG 12/3	RICOLA	3OZ	2.39	CAPITAL CANDY
20036602079483	C.D. LEMON MINT BAGS 12/3 OZ	RICOLA	3OZ	2.39	CAPITAL CANDY
20053800298959	OLIVES MANZANILLA 12/5.75OZ	LINDSAY	5OZ	3.09	CAPITAL CANDY
20070475000410	MUSHROOM PCS & STEMS 12/4OZ	GIORGIO	4OZ	1.19	CAPITAL CANDY
20070475000434	GIORGIO MUSHROOM SLICED 12/4OZ	GIORGIO	4OZ	1.49	CAPITAL CANDY
20070920474506	W/MARSHMALLOW ENV 12/7OZ	SWISS MISS	7OZ	2.69	CAPITAL CANDY
20072868000151	MOUSE TRAPS 12/2 PKS	MOUSE	PKT	1.69	CAPITAL CANDY
20073854009608	BICYCLE #808 POKER PLAYING CARD	BICYCLE	1CT	3.29	CAPITAL CANDY
20078698101211	GUNK ABS BRAKE FLUID 12/12 OZ	GUNK	BTL	3.89	CAPITAL CANDY
30021200516550	SCOTCH TRANPRNT TAPE#104 1/2X450	SCOTCH	1CT	1.89	CAPITAL CANDY
30054400000802	REGINA RED WINE VINEGAR 12/12 OZ	REGINA	12.00 OZ	2.39	CAPITAL CANDY
30072400711245	GRANDMA MOLASSES 12/12OZ	GRANDMA	12OZ	3.89	CAPITAL CANDY
30846036001595	THERMOMETER DIGITAL CARDED ORAL	THERMOMETER	1 CT	4.09	CAPITAL CANDY
40052100002901	SPRINKLES RAINBOW 12/2.5OZ	SPRINKLES	2.5 OZ	3.29	CAPITAL CANDY
50021200000008	KIT SCRUB SPONGE12/1CT	SCOTCHBRITE	1CT	1.49	CAPITAL CANDY
50301130161100	INFANTS DROP CHERRY12/1Z	GOOD SENSE	PKT	5.69	CAPITAL CANDY
50301130459344	ASPIRIN LOW DOSE ADLT 36	GOOD SENSE	71	1.59	CAPITAL CANDY
50301130608261	GOOD SENSE CHLD NON-ASP ELIX 4OZ	GOOD SENSE	4 OZ	4.39	CAPITAL CANDY
60044224012809	KID'S NEW LOK12CT#06-1280	AFTERBITE		4.59	CAPITAL CANDY
60044224068714	NATRAPEL 8 HR 12/3.4 OZ CARD	NATRAPEL	3.4 OZ	6.89	CAPITAL CANDY
60044224610302	AFTERBITE IMPROVED 12CT #06-1030	AFTERBITE		4.69	CAPITAL CANDY
000072801604	UVP BROCCOLI 14 CT	UVP	CASE	3.59	CAPITAL CANDY
00041333009612	AA 4-PK MN 1500 B4 14/4PK	DURACELL	4CT	5.39	CAPITAL CANDY
10016000487724	GEN MILLS CHEERIOS 14/12OZ	GEN	12OZ	5.09	CAPITAL CANDY
000082600303	EGGS WHITE LARGE CTN 15/DZ	EGGS	15DZ	2.69	CAPITAL CANDY
073390005764	MENTOS ROLLS MINT 15CT	MENTOS	1CT	1.19	CAPITAL CANDY
073390005771	MENTOS ROLLS ASST FRUIT 15CT	MENTOS	1CT	1.19	CAPITAL CANDY
10009800893710	NUTELLA HAZELNUT SPREAD 15/13 OZ	NUTELLA	JAR	4.49	CAPITAL CANDY
10025700003899	ZIP LOC FRZ.BAG GAL. 12/14 CT	ZIP LOC	14CT	3.09	CAPITAL CANDY
10041500220220	FRENCH FRY ONION 15/2.8OZ	FRENCHS	2.8OZ	2.79	CAPITAL CANDY
000080105008	HOOD QT MSTRK CHOC MILK 16/QT	HOOD	QT	1.69	CAPITAL CANDY
10041500000258	FRENCH MUSTARD SQUEEZE 16/14 OZ	FRENCH	14OZ	2.29	CAPITAL CANDY
20081864201103	SHELL PEANUTS SALTED 16/10OZ	SHELL	10OZ	1.79	CAPITAL CANDY
30081864202107	SHELL PEANUTS REG 16/10OZ	SHELL	10OZ	1.79	CAPITAL CANDY
010700061478	HEATH BAR 18/CT	HEATH	1.4 OZ	1.19	CAPITAL CANDY
012546010160	BUBBLICIOUS GRAPE 18CT	BUBBLICIOUS	5PK	.79	CAPITAL CANDY
012546010269	BUBBLICIOUS BUBBLE GUM 18 CT	BUBBLICIOUS	1CT	.79	CAPITAL CANDY
00016000107205	GOLD MEDAL FLOUR 18/2 LB	GOLD	2LB	2.19	CAPITAL CANDY
016000312616	NV GRAN BAR OATS N DK CHOC 18CT	NATURE VALLEY	1OZ	.79	CAPITAL CANDY
016000335301	NV GRAN BAR OAT-HONEY 18CT	NATURE VALLEY	1OZ	.79	CAPITAL CANDY
016000335509	NV GRAN BAR PNTBUTTER 18CT	NATURE VALLEY	1OZ	.79	CAPITAL CANDY
029000022126	PLANT TUBE NUT SALT P-NUTS 18CT	PLANT	18CT	.69	CAPITAL CANDY
029000072374	PLANT TUBE NUT SMOKE ALMOND	PLANT	N.5OZ	1.69	CAPITAL CANDY
029000073593	PLANT TUBE NUT HR CASHEW	PLANT	2OZ	1.39	CAPITAL CANDY
029000075689	PLANT TUBE NUT CASHEWS	PLANT	2OZ	1.39	CAPITAL CANDY
034000026418	CADBURY CARAMELLO 18 CT 02641	CADBURY	1.6 OZ	1.19	CAPITAL CANDY
034000109302	REESE NUTRAGEOUS 18 CT	REESE	1CT	1.19	CAPITAL CANDY
034000116508	REESE PCS KING SIZE 18CT 11650	REESE	3OZ	2.09	CAPITAL CANDY
034000152513	REESE FAST BREAK 18 CT STANDARD	REESE	1CT	1.19	CAPITAL CANDY
034000155033	FIFTH AVENUE 18 CT	FIFTH	1CT	1.19	CAPITAL CANDY
034000220007	HERSHEY MILK CHOC KING SIZE 18CT	HERSHEY	1CT	2.09	CAPITAL CANDY
034000544127	TWIZZLER TWIST STRAWBERRY 18 CT	TWIZZLER	2.5 OZ	1.19	CAPITAL CANDY
040000559856	DOVE CHOC DARK SINGLES 18 CT	DOVE	1CT	1.19	CAPITAL CANDY
00041333014616	AAA 4-PK MN2400B4 18/4PK	DURACELL	4CT	5.39	CAPITAL CANDY
00041333151618	AAA 2-PK MN2400 B2  18/2PK	DURACELL	2CT	3.09	CAPITAL CANDY
854253003918	DILL PICKLE SINGLE 18CT	NATURAL HARVEST	1 CT	1.39	CAPITAL CANDY
10017000124022	DIAL SOAP 4.5OZ. 18/3 PAK	DIAL	3CT	3.59	CAPITAL CANDY
10037000827570	IVORY SOAP 18/4 PAK 3.9 OZ.	IVORY	4CT	4.19	CAPITAL CANDY
10078300069857	PANTILINER ORIGNIAL 18/2O	CAREFREE	PKT	1.59	CAPITAL CANDY
10078354636043	CABOT BUTTER UNSALTED 18/1 LB	CABOT	1LB	5.79	CAPITAL CANDY
80079062005182	"16"" W/WIDEHEAD 18/1'S 518"	SNOWBRUSH	18CT	3.79	CAPITAL CANDY
000004803003	VICKS C DROP CHERRY 20 CT BX	VICKS	1CT	.89	CAPITAL CANDY
019000080653	LIFE SAVERS PEPPERMINT 20CT	LIFE SAVERS	1CT	.89	CAPITAL CANDY
019000080691	LIFE SAVERS BUTTERRUM 20CT	LIFE SAVERS	1CT	.89	CAPITAL CANDY
022000104281	LIFE SAVERS 5 FLAVOR 20CT	LIFE SAVERS	1CT	.89	CAPITAL CANDY
00041500847375	FRENCH MUSTARD SQUEEZE 20/8 OZ	FRENCH	8OZ	1.99	CAPITAL CANDY
312546050792	HALLS STICK CHERRY 20 CT	HALLS	1CT	1.39	CAPITAL CANDY
312546050822	HALLS STICK MENTHOL 20 CT	HALLS	1CT	1.29	CAPITAL CANDY
10041129010027	PRINCE SPAGHETTI THIN 20/16 OZ	PRINCE	16OZ	2.09	CAPITAL CANDY
10041129010034	PRINCE SPAGHETTI 20/16 OZ	PRINCE	16OZ	2.09	CAPITAL CANDY
10041129410155	PRINCE MACARONI ELBOW 20/16 OZ	PRINCE	16OZ	2.09	CAPITAL CANDY
30040100751267	FLEISCHMANN'S RAPID YEAST 20/3PK	FLEISCHMANN'S	3PK	2.59	CAPITAL CANDY
000061905009	B-Y NAPKINS 21/120CT	B-Y	120CT	1.59	CAPITAL CANDY
000012004409	NAB 2 OZ ANIMAL CRACKER 24/2OZ	NAB	2OZ	2.09	CAPITAL CANDY
000061300507	B-Y RED KIDNEY BEAN 24/15 OZ.	B-Y	15OZ	1.39	CAPITAL CANDY
000072802809	UVP CELERY SLEEVED 24 CT	UVP	1 CT	2.49	CAPITAL CANDY
000085220508	ICE CREAM SANDWICH 24 CT	CHESSTERS	4OZ	1.99	CAPITAL CANDY
