UPC	RECEIPT ALIAS	BRAND	SIZE	MSRP	VENDOR
000710000614	CHOCK FULL OF NUTS AMG 24/11OZ	CHOCK	11OZ	5.49	CAPITAL CANDY
004218740600	B-Y CORN W/KERNEL 24/15.4 OZ	B-Y	15OZ	1.09	CAPITAL CANDY
004218740618	B-Y PEAS(SWEET)CAN*24/15 OZ	B-Y	15OZ	1.19	CAPITAL CANDY
00006160660900	B-Y CRANBERRY SAUCE 24/14 OZ.	B-Y	14OZ	1.79	CAPITAL CANDY
00006200510400	B-Y FACIAL TISSUE 24/230 CT.	B-Y	230CT	2.59	CAPITAL CANDY
008660007025	ZIG ZAG CIG PAPER WHITE 24 CT	ZIG ZAG	1CT	2.09	CAPITAL CANDY
008660007247	ZIG ZAG CIG PAPER ORNG 1/4 24CT	ZIG ZAG	1CT	2.09	CAPITAL CANDY
008660007315	CIG PAPER 1 1/4 ULT THN24CT	ZIG ZAG	1CT	2.09	CAPITAL CANDY
010900003308	CUT RITE WAX PAPER 24/75	CUT	75FT	1.99	CAPITAL CANDY
011215509622	SKYBAR 24 CT BOX	SKYBAR	1CT	1.19	CAPITAL CANDY
011215512523	NECCO WAFERS 24 CT	NECCO	1CT	1.19	CAPITAL CANDY
022110279800	BUBBLE GUM TAPE 6 FT. 24 CT.	BUBBLE	1CT	1.39	CAPITAL CANDY
00027000399149	HUNTS TOMATO PASTE 24/6 OZ	HUNTS	6OZ	1.19	CAPITAL CANDY
00028000320003	SEMI SWT CHOC CHIP 24/12OZ	NESTLE	12OZ	4.39	CAPITAL CANDY
028000442262	SOUR APPLE ROPE 24 CT	LAFFY TAFFY	1CT	.49	CAPITAL CANDY
028000662264	LAFFY TAFFY MYSTERY ROPE 24CT	LAFFY TAFFY	1 CT	.49	CAPITAL CANDY
00034000312405	SYRUP SQZE BOTTLE 24/24 OZ	HERSHEY	24OZ	3.19	CAPITAL CANDY
034000480005	REESE KING 24/CT     48000	REESE	1CT	2.09	CAPITAL CANDY
034000714032	BREATHSAVER PEPPERMINT 24 CT/BX	BREATHSAVER	1CT ROLL	.99	CAPITAL CANDY
040000044017	MILKY WAY KS 24/CT	MILKY	1CT	2.09	CAPITAL CANDY
040000044314	M&M PLAIN KS BX 24/CT	M&M	1CT	2.09	CAPITAL CANDY
040000322528	SNICKER KING SIZE BAR 24/CT	SNICKER	1CT	2.09	CAPITAL CANDY
040000329701	STARBURST FAVEREDS SINGLES 24CT	STARBURST	1CT	1.19	CAPITAL CANDY
040000502654	PRETZEL 12/24 CT	M&M	1CT	1.19	CAPITAL CANDY
041420062612	LEMONHEAD 24 CT	LEMONHEAD	1CT	.39	CAPITAL CANDY
00041789902116	MARUCHAN RAMEN CHICKEN 24/3 OZ.	MARUCHAN	3OZ	.49	CAPITAL CANDY
00041789902123	MARUCHAN RAMEN BEEF 24/3 OZ.	MARUCHAN	3OZ	.49	CAPITAL CANDY
00041789902147	MARUCHAN RAMEN ORIENTAL 24/3 OZ.	MARUCHAN	3OZ	.49	CAPITAL CANDY
00043000200728	JELLO GEL RASPBERRY 24/3 OZ.	JELLO	3OZ	1.59	CAPITAL CANDY
43000200742	JELLO GEL ORANGE 24/3 OZ.	JELLO	3OZ	1.59	CAPITAL CANDY
00043000200766	JELLO GEL LIME 24/3 OZ.	JELLO	3.00 OZ	1.59	CAPITAL CANDY
00050000015016	MILK EVAP TALL 24/12 OZ	CARNATION	12OZ	2.09	CAPITAL CANDY
00050000724659	SLICED CHICKEN 24/3OZ	FANCY FEAST	3OZ	1.09	CAPITAL CANDY
070462012347	JARET SOUR PATCH KIDS 24 CT	JARET	1CT	1.19	CAPITAL CANDY
071720330159	JUNIOR MINT 24/CT	JUNIOR	1CT	1.19	CAPITAL CANDY
071720349724	DOTS MASON ASST 24/CT	DOTS	1CT	1.19	CAPITAL CANDY
00073102124820	QUAKER 2-CYCLE MOTOR OIL 24/8 OZ	QUAKER	8OZ	3.29	CAPITAL CANDY
073390030001	AIRHEAD BITES FRUIT 24/2 OZ	AIRHEAD	1CT	1.39	CAPITAL CANDY
00077100955300	BACON MCKENZIE SLICED    24/1 LB	BACON	1LB	8.69	CAPITAL CANDY
077170510011	TOP CIG PAPER 24CT	TOP	0.00	1.39	CAPITAL CANDY
00078698418803	GUNK BRAKE FLUID 24/12 OZ	GUNK	12OZ	2.49	CAPITAL CANDY
079200524456	SWEETARTS CHEWY SOUR 24CT	SWEETARTS	2OZ	1.19	CAPITAL CANDY
089669035653	SIXLETS 24/1.75 OZ BOX	SIXLETS	BX	1.39	CAPITAL CANDY
606274325728	VT SMK & CURE RL STK CRK PEPPR	VERMONT	24/1 OZ	1.69	CAPITAL CANDY
606274325742	VT SMK & CURE RL STK B-B-Q	VERMONT	24/1 OZ	1.69	CAPITAL CANDY
606274325766	VT SMK & CURE RL STK CHIPOLTE	VERMONT	24/1 OZ	1.69	CAPITAL CANDY
606274327326	SMK & CURE RL STK TKY PEPPERONI	VERMONT	24/1 OZ	1.69	CAPITAL CANDY
721874012066	BLUE RAZZ SLIM BOX 24 CT	POP ROCKS	BOX	.89	CAPITAL CANDY
797884570209	BULK BIG CNMON ROLL 24/6OZ 570	PRAIRIE CITY BAKERY	24CT	1.62	CAPITAL CANDY
10014500001822	BE PEAS 24/10 OZ	BE	10.00 OZ	1.49	CAPITAL CANDY
10014500001839	BE CORN CUT 24/10 OZ	BE	10.00 OZ	1.49	CAPITAL CANDY
10014500001877	BE BROCCOLI SPEARS 24/10 OZ	BE	10.00 OZ	1.79	CAPITAL CANDY
10016500980411	SOS PADS 24/4'S	SOS	4CT	1.49	CAPITAL CANDY
10020000101658	GREEN GIANT LESEUR PEAS 24/15OZ	GREEN	15OZ	2.29	CAPITAL CANDY
10021000615428	PARMESAN CHEESE (KRAFT) 24/3 OZ	PARMESAN	3OZ	2.89	CAPITAL CANDY
10023000351450	FLOSS SAUERKRAUT 24/14.4 OZ	SILVER	14OZ	1.59	CAPITAL CANDY
10024000162862	BEAN CUT GREEN 24/14.5 OZ	DELMONTE	14OZ	2.09	CAPITAL CANDY
10024000163012	CORN CREAM    24/14.75 OZ	DELMONTE	14OZ	2.09	CAPITAL CANDY
10024000163029	CORN W/KERNEL 24/15.5 OZ	DELMONTE	15OZ	2.09	CAPITAL CANDY
10024600010013	MORTON REGULAR SALT 24/26 OZ	MORTON	26.00 OZ	1.39	CAPITAL CANDY
10024600010037	MORTON IODIZED SALT 24/26 OZ	MORTON	26OZ	1.39	CAPITAL CANDY
10031200016055	CRANBERRY JELLY 24/14OZ	OCEAN SPRAY	14OZ	2.19	CAPITAL CANDY
10033200011108	A & H BAKING SODA 24/16OZ	A&H	16OZ	1.09	CAPITAL CANDY
10039000008201	ORTEGA TACO SEASNG 24/1.25 OZ	ORTEGA		1.09	CAPITAL CANDY
10039000010228	ORTEGA DICED GREEN CHILES 24/4OZ	ORTEGA	4OZ	1.79	CAPITAL CANDY
10041000003629	LIPTON ONION SOUP MIX 24/2 OZ	LIPTON	2 OZ	2.29	CAPITAL CANDY
10041143120108	SUNMAID SEEDLESS RAISIN 6OZ-6PK	SUNMAID	1.00 OZ	2.49	CAPITAL CANDY
10041143124601	SEEDLESS RAISINS 24/12 OZ	SUNMAID	12OZ	3.39	CAPITAL CANDY
10041196020127	PROGRESSO CHICK PEAS 24/19 OZ	PROGRESSO	19.00 OZ	1.59	CAPITAL CANDY
10041196021247	PROGRESSO BLACK BEANS 24/19OZ	PROGRESSO	19OZ	1.59	CAPITAL CANDY
10041331124666	GOYA BLACK BEANS 24/16 OZ	GOYA	16 OZ	1.69	CAPITAL CANDY
10041500805013	FRANKS HOT SAUCE 24/4.5 OZ.	FRANKS	4OZ	1.89	CAPITAL CANDY
10042187204076	B-Y MARSHMALLOW 24/10OZ	B-Y	10OZ	1.19	CAPITAL CANDY
10042187309559	B-Y BOWL PLASTIC 24/12CT	B-Y	12CT	1.79	CAPITAL CANDY
10042187309887	RETAIL T-SPOON PLST 24/24CT	CUTLERY	24CT	.79	CAPITAL CANDY
10042187309894	RETAIL FORKS PLST 24/24 CT	CUTLERY	24CT	.99	CAPITAL CANDY
10042187310739	CUTLERY RETAIL ASSRT 24/24CT	CUTLERY	24CT	1.49	CAPITAL CANDY
10042187403158	B-Y SANDWICH BAG 24/150 CT	B-Y	150CT	1.89	CAPITAL CANDY
10042187406720	B-Y TOMATO SAUCE 24/15 OZ.	B-Y	15OZ	1.29	CAPITAL CANDY
10042187406975	B-Y CHOCOLATE CHIP S/S 24/12 OZ	B-Y	12OZ	3.09	CAPITAL CANDY
10042187410130	B-Y TOMATO WHOLE 24/14.5 OZ.	B-Y	14OZ	1.19	CAPITAL CANDY
10042187417431	B-Y TOMATO DICED 24/14.5 OZ	B-Y	14OZ	1.29	CAPITAL CANDY
10042187501403	STRAWS FLEX PLASTIC 24/40CT	STRAWS	40CT	.69	CAPITAL CANDY
10042187601608	B-Y COFFEE FILTERS 24/100CT	B-Y	100CT	1.09	CAPITAL CANDY
10043000009533	COOL WHIP 24/8 OZ.	COOL	8OZ	2.49	CAPITAL CANDY
10043000204310	JELLO PUDD INST CHOC 24/3.9 OZ	JELLO	3OZ	1.49	CAPITAL CANDY
10043000204334	JELLO PUDD INST VAN.  24/3.4 OZ	JELLO	3OZ	1.49	CAPITAL CANDY
10048000002621	SOLID WHITE TUNA 24/12OZ	CHIC SEA	12OZ	4.99	CAPITAL CANDY
10048789022346	MATCHES WOOD KITCHEN 24/3 PK	MATCHES	3PK	4.09	CAPITAL CANDY
10049200042011	DOMINO CANE SUGAR 24/1LB BOX	DOMINO	1LB	1.79	CAPITAL CANDY
10049200043506	DOMINO CANE SGR BOX 24/2 LB	DOMINO	2LB	2.99	CAPITAL CANDY
10049200051006	CONFECT SUGR 10X BOX 24/1 LB	DOMINO	16OZ	1.69	CAPITAL CANDY
10049200056001	BROWN DK SUGAR 24/1 LB BOX	DOMINO	16OZ	1.69	CAPITAL CANDY
10049200056759	DOMINO BROWN LT SUG. 24/1LB BOX	DOMINO	16OZ	1.49	CAPITAL CANDY
10051000024210	SWANSON BEEF BROTH 24/14.5 OZ	SWANSON	14OZ	1.39	CAPITAL CANDY
10051000024319	SWANSON CHICK BROTH 24/14.5 OZ.	SWANSON	14OZ	1.39	CAPITAL CANDY
10051000025514	GRAVY BEEF 24/10.25 OZ.	CAMPBELLS	10OZ	1.59	CAPITAL CANDY
10051000060324	SWANSON POT PIE CHICKEN 24/7 OZ	SWANSON	7OZ	1.19	CAPITAL CANDY
10051000153163	V-8 JUICE CAN 24/11.50 OZ.	V-8	11OZ	.99	CAPITAL CANDY
10051000232837	CAMP SPAG O'S 24/15 OZ	CAMP	15OZ	1.39	CAPITAL CANDY
10051000233148	CAMP SPAG O'S M/BALL 24/15.6 OZ	CAMP	15.6 OZ	1.79	CAPITAL CANDY
10052000328667	GATORADE 24/20OZ FRUIT PUNCH W/M	GATORADE	20OZ	1.49	CAPITAL CANDY
10052000328670	GATORADE 24/20OZ ORANGE W/M	GATORADE	20OZ	1.49	CAPITAL CANDY
10052000328681	GATORADE 24/20OZ LEMON LIME W/M	GATORADE	20OZ	1.49	CAPITAL CANDY
10052100091508	FOIL CHILI SEASONING 24/ 1.25 OZ	FOIL	1.25 OZ	1.79	CAPITAL CANDY
10054400000099	A-1 SAUCE 24/5 OZ	A-1	5OZ	3.39	CAPITAL CANDY
10055437624401	MELITTA #4 COFFEE FILTER 24/40	MELITTA	40.00 CT	1.89	CAPITAL CANDY
10064144043023	CHEF BEEFARONI 24/15 OZ	CHEF BOYARDEE	15OZ	1.89	CAPITAL CANDY
10064144043221	SPAGETTI & MEATBALLS 24/14.75	CHEF BOYARDEE	14OZ	1.89	CAPITAL CANDY
10070640310830	BLU-BUN IC SANDWICH CHIPS GALORE	BLUE BUNNY	4.5 OZ	1.79	CAPITAL CANDY
10071140101152	GEISHA TUNA SOLID WHITE 24/5OZ	GEISHA	5OZ	2.29	CAPITAL CANDY
10071140401108	MANDRIN ORANGES CANNED 24/11 OZ	MANDRIN	11.00 OZ	1.29	CAPITAL CANDY
10076067006818	CLAEY'S WATERMELON 24/6OZ	CLAEY'S	6OZ	1.39	CAPITAL CANDY
10076807000205	FLY SWATTER PLASTIC  24/1	FLY	1.00 CT	1.09	CAPITAL CANDY
10077231005002	LOCK DE-ICER/LUBE 24/.05 OZ	LOCK	1CT	2.29	CAPITAL CANDY
10078913186484	KEEBLER GRAHAM CRUST 24/6 OZ	KEEBLER	6OZ	2.89	CAPITAL CANDY
10310119043018	B/L RENU SALINE SOLUTION 24/4OZ	RENU	4OZ	3.49	CAPITAL CANDY
10600699661024	JET PUFFED MARSHMALLOW 24/10 OZ.	JET	10OZ	1.99	CAPITAL CANDY
10652729101130	BORDEN CONDENSED MILK 24/14 OZ	BORDEN	14OZ	3.39	CAPITAL CANDY
10678112228727	COMET 24/14 OZ	COMET	14OZ	.99	CAPITAL CANDY
10792554701706	C.D. ORIGINAL  STICK 24/1.5	RICOLA	1OZ	1.19	CAPITAL CANDY
10792554701713	C.D. CHERRY HONEY STICK 24CT	RICOLA	1OZ	1.19	CAPITAL CANDY
10894023002083	K-9 LARGE KOOKIE PB KITTY 24	KELLY	24 CT	1.59	CAPITAL CANDY
20010900633844	BAKING CUP PAPER  24/50CT	BAKING	50CT	.99	CAPITAL CANDY
20070450032603	DIAMOND WALNUTS VAC PK 24/4 OZ	DIAMOND	4OZ	4.89	CAPITAL CANDY
20072486002209	JIFFY CORN MUFF MIX 24/8.5 OZ	JIFFY	8.50 OZ	.89	CAPITAL CANDY
20072486002407	JIFFY BLUEBERRY MUFF MIX 24/7	JIFFY	7.00 OZ	.99	CAPITAL CANDY
20079976167219	"SCRAPER 10"" BEAR CLAW   24 CT"	HOPKINS	24 CT	1.59	CAPITAL CANDY
30011210000019	TABASCO SAUCE MCILHENNY 24/2 OZ	TABASCO	2OZ	1.99	CAPITAL CANDY
30076807000506	FLY RIBBON REVENGE 24/4 CT	FLY	4.00 CT	2.49	CAPITAL CANDY
40024000002213	VERMONT MAID SYRUP 24/12 OZ.	VERMONT	12OZ	3.39	CAPITAL CANDY
40047800000159	UNDERWOOD HAM FAMLY 24/4.25 OZ.	UNDERWOOD	4OZ	2.29	CAPITAL CANDY
40047800000210	UNDERWOOD CHK CHIC SPREAD 4.8 OZ	UNDERWOOD	4.08 OZ	2.29	CAPITAL CANDY
40053800026617	OLIVES BLACK PITTED MED 24/6 OZ	LINDSAY	6OZ	2.69	CAPITAL CANDY
40727351197316	STRAWS WRAPPED 24/400 CT	PRIME SOURCE	500CT		CAPITAL CANDY
50021200010007	SCOTCH BRITE SCOUR PAD 24/1'S	SCOTCH	1CT	.99	CAPITAL CANDY
60073905282019	HEET DRY GAS REG 24/12 OZ	HEET	12OZ	2.09	CAPITAL CANDY
60073905282026	HEET ISO DRY GAS 24/12 OZ	HEET	12OZ	2.89	CAPITAL CANDY
000072807408	UVP ONIONS RED 25 LB CASE ONLY	UVP	1 LB	1.49	CAPITAL CANDY
000072811009	UVP TOMATOES 5X6 25 LB	UVP	1 LB	2.09	CAPITAL CANDY
025246110047	COLD HOLLOW CIDER PTS	COLD	1PT	2.25	CAPITAL CANDY
31700009253	PALMA GRAPE UPR 25 CT	GAME	1CT	2.39	CAPITAL CANDY
031700900680	PALMA GREEN UPR 25 CT	GAME	1CT	2.39	CAPITAL CANDY
031700901311	PALMA WHITE GRAPE 25CT	GAME	1CT	2.39	CAPITAL CANDY
070137005186	MIDD BLK & MLD 25CT ORIG UPRIGHT	MIDD	1CT	1.59	CAPITAL CANDY
10037000006142	LEMON DISH LIQUID 25/12.6 OZ.	JOY	12OZ	1.89	CAPITAL CANDY
10036000374039	KLEENEX BOUTIQUE 27/80CT	KLEENEX	1CT	3.29	CAPITAL CANDY
031700420287	CIGRLO WHITE GRP 30/2CT	GAME	1CT	1.89	CAPITAL CANDY
30079606910250	TINA BEEF/BEAN BURRITO 32/4OZ	TINA	4OZ	.69	CAPITAL CANDY
00010900080156	"REYNOLDS FOIL 12""35/75 SQF"	REYNOLDS	1CT	6.19	CAPITAL CANDY
00021000018710	KRAFT MAC+CHEESE 35/7.25 OZ	KRAFT	7OZ	2.09	CAPITAL CANDY
10010900080313	REYNOLDS STAND FOIL 12 IN 35/25'	REYNOLDS	1CT	2.69	CAPITAL CANDY
028000476359	BUTTERFINGER 36/CT	BUTTERFINGER	1CT	1.19	CAPITAL CANDY
034000240005	HERSHEY MILK CHOC. 12/36CT	HERSHEY	1CT	1.19	CAPITAL CANDY
034000241002	HERSHEY ALMOND 36/CT	HERSHEY	1CT	1.19	CAPITAL CANDY
034000244003	ROLO 36/CT	ROLO	1CT	1.19	CAPITAL CANDY
034000245000	HERSHEY SPECIAL 36/CT	HERSHEY	1CT	1.19	CAPITAL CANDY
034000246007	KIT KAT 36/CT	KIT	1CT	1.19	CAPITAL CANDY
034000440009	REESE CUP 36/CT   44000	REESE	1CT	1.19	CAPITAL CANDY
034000903207	ALMOND JOY 36/CT	ALMOND	1CT	1.19	CAPITAL CANDY
034000903306	YORK PEPPERMINT PATTY 36/CT	YORK	1CT	1.19	CAPITAL CANDY
040000011514	STARBURST 36/CT	STARBURST	1CT	1.19	CAPITAL CANDY
040000011606	SKITTLES 36/CT	SKITTLES	1CT	1.19	CAPITAL CANDY
040000011620	SKITTLES WILD BERRY 36/CT	SKITTLES	2OZ	1.19	CAPITAL CANDY
040000353911	TWIX CARAMEL 36/CT      35391	TWIX	1CT	1.19	CAPITAL CANDY
040000522065	MILKY WAY 36/CT {NEW}	MILKY	1CT	1.19	CAPITAL CANDY
040000522089	3 MUSKETEERS 36 CT	3 MUSKETEERS	1CT	1.19	CAPITAL CANDY
070622801019	GOETZES COW TALES VANILLA 36 CT	GOETZES	36CT	.49	CAPITAL CANDY
073390001124	AIRHEADS WHITE MYSTERY 36CT	AIRHEADS	1CT	.29	CAPITAL CANDY
073390001162	AIRHEADS ORANGE 12/36 CT	AIRHEADS	1CT	.29	CAPITAL CANDY
073390001216	AIRHEADS GREEN APPLE 36CT	AIRHEADS	1CT	.29	CAPITAL CANDY
079200392307	WATERMELON/WILD CHERRY 36 CT	NERDS	1CT	1.19	CAPITAL CANDY
10078354620110	CABOT BUTTER QTRS NAT 36/1 LB	CABOT	1LB	5.79	CAPITAL CANDY
10894023002021	KELLY K9 KOOKIES BEEF BONE 36 CT	KELLY	36	.89	CAPITAL CANDY
10894023002038	K9 KOOKIES PB KITTIES 36 CT	KELLY	36 CT	.89	CAPITAL CANDY
10894023002052	K-9 COOKIES CHEESY HYDRANT36	KELLY	36 CT BX	.89	CAPITAL CANDY
10894023002069	K-9 COOKIES BACON PIGS 36CT	KELLY	BOX	.89	CAPITAL CANDY
022000115720	WRIG DBLEMINT TW PP 35C	WRIG	1CT	.35	CAPITAL CANDY
094733085892	HOT HANDS HAND WARMERS 40 PRS BX	HOT	BOX	.89	CAPITAL CANDY
094733500241	HOT HANDS TOE WARMERS  40 PRS BX	HOT	BOX	1.29	CAPITAL CANDY
60075218001967	MATCHES BOOK 40/50 CT	MATCHES	1CT	1.49	CAPITAL CANDY
000061303003	B-Y TOMATO PASTE 48/6 OZ.	B-Y	6.00 OZ	1.09	CAPITAL CANDY
000072801000	UVP AVOCADOS 48 CT	UVP	1 CT	1.99	CAPITAL CANDY
011168114843	TOOTHPICK ROUND 48/250 CT	TOOTHPICK	250CT	1.49	CAPITAL CANDY
014200338610	CHARMS BLOW POP CHERRY 48 CT	CHARMS	1 CT	.29	CAPITAL CANDY
040000012320	M&M PEANUT 48/CT	M&M	1CT	1.19	CAPITAL CANDY
040000524311	SNICKERS SINGLES 48 CT	SNICKERS	1CT	1.19	CAPITAL CANDY
10051000000115	CAMP TOMATO SOUP 48/10.75 OZ	CAMP	10OZ	1.79	CAPITAL CANDY
10051000010312	CAMP CREAM/CHICKEN 48/10.75 OZ	CAMP	10OZ	1.89	CAPITAL CANDY
10051000012316	CAMP VEG-BEEF 48/10.50 OZ.	CAMP	10OZ	2.29	CAPITAL CANDY
10051000012514	CAMP CHICK NOOD 48/10.8 OZ.	CAMP	10OZ	1.79	CAPITAL CANDY
10051000012613	CAMP CREAM/MUSHROOM 48/10.8 OZ	CAMP	10OZ	1.89	CAPITAL CANDY
011461008696	REG THERM 3 1/8 230FT 50R	CASH	50RL		CAPITAL CANDY
070330601277	BIC LIGHTER DISP 50 CT TRAY	BIC	1CT	1.39	CAPITAL CANDY
070330618893	OUTDOORS PRINTS 50 CT LCWH199	BIC	PKT	1.59	CAPITAL CANDY
078354710807	IND WRAP SERIOUSLY SHARP 50CT	CABOT	1CT	.59	CAPITAL CANDY
037466020761	LINDT LINDOR BALLS MILK 60 CT.	LINDT	60CT	.49	CAPITAL CANDY
037466020778	LINDT LINDOR BALLS DARK 60 CT.	LINDT	60CT	.49	CAPITAL CANDY
41780006028	UTZ 1 OZ VEN CHIP #1 60CT	UTZ	1OZ	.49	CAPITAL CANDY
10099555040613	GMC KCUP DARK MAGIC XBOLD 96CT	GMC	96CT		CAPITAL CANDY
10099555065203	GMC KCUP BREAKFAST BLEND 96CT	GMC	96CT		CAPITAL CANDY
014200338696	CHARMS BLOW POP ASSORTED  100 CT	CHARMS	100CT	.29	CAPITAL CANDY
026200615097	SLIM JIM 2/$1.00 100 CT DISPLAY	SLIM	1 CT	.50	CAPITAL CANDY
071720305089	TOOTSIE POPS ASSORTED 100 CT	TOOTSIE	1CT	.29	CAPITAL CANDY
00093215040510	BULK 150 CT. OYSTER CRA	WESTMINSTER	1CT		CAPITAL CANDY
000082600402	EGGS WHITE LOOSE LG FS 180CT	EGGS		.29	CAPITAL CANDY
41165087369	CONT LID PAPER 12OZ 250C KH12A	SOLO	250CT		CAPITAL CANDY
00024502109139	LID DOME 10-24OZ 	DOPACO	1000CT		CAPITAL CANDY
00044800504009	SUGAR IN THE RAW 1200CT 4.5GR	SPLENDA	1200CT	.13	CAPITAL CANDY
00722776224137	IND SPLENDA 2000 CT	SPLENDA	1CT		CAPITAL CANDY
041594415467	SOUFFLE CUP 2OZ 25/100CT	SOUFFLE	2500CT		CAPITAL CANDY
021200056185	MASKING TAPE #2050 1INX60	MASKING	60.00 YD	4.09	CAPITAL CANDY
026100805758	FS NEWPORT KS BOX	NEWPORT	KING	9.39	CAPITAL CANDY
028200135704	FS MARLBORO BP KS BOX	MARLBORO	KING	8.69	CAPITAL CANDY
028200136305	FS MARLBORO BP BOX 100	MARLBORO	100'S	8.69	CAPITAL CANDY
028200136800	FS MARLBORO BP RED LABEL BOX	MARLBORO	KING	8.69	CAPITAL CANDY
028200137708	FS MARLBORO BP BLUE MEN BOX 100	MARLBORO	100'S	8.69	CAPITAL CANDY
028200137807	FS MARLBORO BP GOLD KS	MARLBORO	KING	8.69	CAPITAL CANDY
028200138408	FS MARLBORO BP GOLD KS BOX	MARLBORO	KING	8.69	CAPITAL CANDY
028200143709	FS MARLBORO BP GOLD 100	MARLBORO	100'S	8.69	CAPITAL CANDY
028200146502	FS MARLBORO BP GOLD BOX 100	MARLBORO	100'S	8.69	CAPITAL CANDY
028200304018	FS BASIC BP  100'S BOX	MARLBORO	100'S	8.89	CAPITAL CANDY
10073286613681	TOWEL TORK NAT 6CT/884 290088	TOWEL TORK	884CT.		CAPITAL CANDY
10073286613698	TOWEL TORK WHITE 6CT/884 290089	TOWEL TORK	884CT.		CAPITAL CANDY
028200135506	FS MARLBORO BP 25'S KS BOX	MARLBORO	25'S	10.79	CAPITAL CANDY
028200146304	FS MARLBORO BP 25'S GOLD KS BOX	MARLBORO	25'S	10.79	CAPITAL CANDY
